"","X","id","name","international_id","resolved_names","taxon_level_fromid","taxon_name_fromid","higher_order_fromid","higher_order_id","data_source","resolved_id_fromgnr","taxon_function","resolved_taxon_level_fromgnr","resolved_higher_order_fromgnr","resolved_higher_order_id","name_match","id_match","higher_match","alt_datasource","alt_resolved_name","AphiaID","Match.type","LSID","ScientificName","Taxon.status","AphiaID_accepted","ScientificName_accepted","matchIDs","status_char","scientificName_HumanObservation","scientificNameID_HumanObservation"
"67",95,102,"Helicostomella subulata",240437,"Helicostomella subulata","species","Helicostomella subulata","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","240437","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,240437,"exact","urn:lsid:marinespecies.org:taxname:240437","Helicostomella subulata","accepted",240437,"Helicostomella subulata",TRUE,"accepted","Helicostomella subulata","urn:lsid:marinespecies.org:taxname:240437"
"68",43,48,"Hemiaulus",-999,"Hemiaulus",NA,NA,NA,NA,"World Register of Marine Species","956056","taxize","genus","Bacillariophyceae",148899,FALSE,FALSE,FALSE,NA,NA,163248,"exact","urn:lsid:marinespecies.org:taxname:163248","Hemiaulus","accepted",163248,"Hemiaulus",FALSE,"accepted","Hemiaulus","urn:lsid:marinespecies.org:taxname:163248"
"69",66,80,"Heterocapsa rotundata",110152,"Heterocapsa rotundata","species","Heterocapsa rotundata","Dinoflagellata",146203,"World Register of Marine Species","110152","worrms","species","Dinoflagellata",146203,TRUE,TRUE,TRUE,"NCBI","Heterocapsa rotundata",110152,"exact","urn:lsid:marinespecies.org:taxname:110152","Heterocapsa rotundata","accepted",110152,"Heterocapsa rotundata",TRUE,"accepted","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542"
"70",67,81,"Heterocapsa triquetra",110153,"Kryptoperidinium triquetrum","species","Heterocapsa triquetra","Dinoflagellata",146203,"World Register of Marine Species","1346683","worrms","species","Dinoflagellata",146203,FALSE,FALSE,TRUE,"NCBI","Kryptoperidinium triquetrum",1346683,"exact","urn:lsid:marinespecies.org:taxname:1346683","Kryptoperidinium triquetrum","accepted",1346683,"Kryptoperidinium triquetrum",TRUE,"accepted","Kryptoperidinium triquetrum","urn:lsid:marinespecies.org:taxname:1346683"
"71",68,82,"Karenia",231788,"Karenia","genus","Karenia","Dinoflagellata",146203,"World Register of Marine Species","231788","worrms","genus","Dinoflagellata",146203,TRUE,TRUE,TRUE,NA,NA,231788,"exact","urn:lsid:marinespecies.org:taxname:231788","Karenia","accepted",231788,"Karenia",TRUE,"accepted","Karenia","urn:lsid:marinespecies.org:taxname:231788"
"72",90,83,"Katodinium or Torodinium",109410,"Katodinium","family","Gymnodiniaceae","Dinoflagellata",146203,"World Register of Marine Species","109477","worrms","genus","Dinoflagellata",146203,FALSE,FALSE,TRUE,NA,NA,109477,"exact","urn:lsid:marinespecies.org:taxname:109477","Katodinium","accepted",109477,"Katodinium",TRUE,"accepted","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542"
"73",50,57,"Laboea strobila",101264,"Laboea strobila","species","Laboea strobila","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101264","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101264,"exact","urn:lsid:marinespecies.org:taxname:101264","Laboea strobila","accepted",101264,"Laboea strobila",TRUE,"accepted","Laboea strobila","urn:lsid:marinespecies.org:taxname:101264"
"74",30,33,"Lauderia annulata",149135,"Lauderia annulata","species","Lauderia annulata","Bacillariophyceae",148899,"World Register of Marine Species","149135","worrms","species","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149135,"exact","urn:lsid:marinespecies.org:taxname:149135","Lauderia annulata","uncertain",149135,"Lauderia annulata",TRUE,"uncertain","Lauderia annulata","urn:lsid:marinespecies.org:taxname:149135"
"75",51,58,"Leegaardiella ovalis",101206,"Leegaardiella ovalis","species","Leegaardiella ovalis","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101206","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101206,"exact","urn:lsid:marinespecies.org:taxname:101206","Leegaardiella ovalis","accepted",101206,"Leegaardiella ovalis",TRUE,"accepted","Leegaardiella ovalis","urn:lsid:marinespecies.org:taxname:101206"
"76",15,15,"Leptocylindrus",149038,"Leptocylindrus","genus","Leptocylindrus","Bacillariophyceae",148899,"World Register of Marine Species","149038","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149038,"exact","urn:lsid:marinespecies.org:taxname:149038","Leptocylindrus","accepted",149038,"Leptocylindrus",TRUE,"accepted","Leptocylindrus","urn:lsid:marinespecies.org:taxname:149038"
"77",45,50,"Leptocylindrus mediterraneus",149230,"Leptocylindrus mediterraneus","species","Leptocylindrus mediterraneus","Bacillariophyceae",148899,"World Register of Marine Species","149230","worrms","species","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149230,"exact","urn:lsid:marinespecies.org:taxname:149230","Leptocylindrus mediterraneus","alternate representation",163261,"Lauderia mediterranea",FALSE,"alternate representation","Leptocylindrus mediterraneus","urn:lsid:marinespecies.org:taxname:149230"
"78",31,34,"Licmophora",149342,"Licmophora","genus","Licmophora","Bacillariophyceae",148899,"World Register of Marine Species","149342","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149342,"exact","urn:lsid:marinespecies.org:taxname:149342","Licmophora","accepted",149342,"Licmophora",TRUE,"accepted","Licmophora","urn:lsid:marinespecies.org:taxname:149342"
"79",83,59,"Mesodinium",179320,"Mesodinium","genus","Mesodinium","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","179320","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,179320,"exact","urn:lsid:marinespecies.org:taxname:179320","Mesodinium","accepted",179320,"Mesodinium",TRUE,"accepted","Mesodinium","urn:lsid:marinespecies.org:taxname:179320"
"80",24,25,"mix",NA,NA,NA,NA,NA,NA,NA,"urn:lsid:algaebase.org:taxname:86701",NA,NA,"other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,FALSE,"AlgaeBase","Eukaryota",NA,"","","","",NA,"",NA,"","Eukaryota","urn:lsid:algaebase.org:taxname:86701"
"81",108,47,"mix elongated",148899,NA,NA,NA,NA,NA,NA,"148899",NA,NA,"Bacillariophyceae",148899,FALSE,FALSE,FALSE,"Sosik-specific","mix elongated",NA,"","","","",NA,"",NA,"","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899"
"82",40,44,"Odontella",148963,"Odontella","genus","Odontella","Bacillariophyceae",148899,"World Register of Marine Species","148963","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,148963,"exact","urn:lsid:marinespecies.org:taxname:148963","Odontella","accepted",148963,"Odontella",TRUE,"accepted","Odontella","urn:lsid:marinespecies.org:taxname:148963"
"83",106,113,"Ophiaster",115081,"Ophiaster","genus","Ophiaster","Haptophyta",369190,"World Register of Marine Species","115081","worrms","genus","Haptophyta",369190,TRUE,TRUE,TRUE,NA,NA,115081,"exact","urn:lsid:marinespecies.org:taxname:115081","Ophiaster","accepted",115081,"Ophiaster",TRUE,"accepted","Ophiaster","urn:lsid:marinespecies.org:taxname:115081"
"84",36,40,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NotApplicable",NA,FALSE,FALSE,FALSE,NA,NA,NA,"","","","",NA,"",NA,"","NotApplicable","NotApplicable"
"85",121,124,"Oxytoxum",109528,"Oxytoxum","genus","Oxytoxum","Dinoflagellata",146203,"World Register of Marine Species","109528","worrms","genus","Dinoflagellata",146203,TRUE,TRUE,TRUE,NA,NA,109528,"exact","urn:lsid:marinespecies.org:taxname:109528","Oxytoxum","accepted",109528,"Oxytoxum",TRUE,"accepted","Oxytoxum","urn:lsid:marinespecies.org:taxname:109528"
"86",42,46,"Paralia sulcata",149055,"Paralia sulcata","species","Paralia sulcata","Bacillariophyceae",148899,"World Register of Marine Species","149055","worrms","species","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149055,"exact","urn:lsid:marinespecies.org:taxname:149055","Paralia sulcata","accepted",149055,"Paralia sulcata",TRUE,"accepted","Paralia sulcata","urn:lsid:marinespecies.org:taxname:149055"
"87",46,51,"Parvicorbicula socialis",105588,"Parvicorbicula socialis","species","Parvicorbicula socialis","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","105588","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,105588,"exact","urn:lsid:marinespecies.org:taxname:105588","Parvicorbicula socialis","accepted",105588,"Parvicorbicula socialis",TRUE,"accepted","Parvicorbicula socialis","urn:lsid:marinespecies.org:taxname:105588"
"88",109,24,"pennate",148899,NA,NA,NA,NA,NA,NA,"148899",NA,NA,"Bacillariophyceae",148899,FALSE,FALSE,FALSE,"Sosik-specific","pennate",NA,"","","","",NA,"",NA,"","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899"
"89",105,91,"pennate morphotype1",NA,NA,NA,NA,NA,NA,NA,"148899",NA,NA,"Bacillariophyceae",148899,FALSE,FALSE,FALSE,"Sosik-specific","pennate morphotype1",NA,"","","","",NA,"",NA,"","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899"
"90",32,35,"Phaeocystis",115088,"Phaeocystis","genus","Phaeocystis","Haptophyta",369190,"World Register of Marine Species","115088","worrms","genus","Haptophyta",369190,TRUE,TRUE,TRUE,NA,NA,115088,"exact","urn:lsid:marinespecies.org:taxname:115088","Phaeocystis","accepted",115088,"Phaeocystis",TRUE,"accepted","Phaeocystis","urn:lsid:marinespecies.org:taxname:115088"
"91",84,60,"Pleuronema",NA,"Pleuronema",NA,NA,NA,NA,"World Register of Marine Species","163556","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,FALSE,NA,NA,163556,"exact","urn:lsid:marinespecies.org:taxname:163556","Pleuronema","accepted",163556,"Pleuronema",TRUE,"accepted","Pleuronema","urn:lsid:marinespecies.org:taxname:163556"
"92",16,16,"Pleurosigma",149181,"Pleurosigma","genus","Pleurosigma","Bacillariophyceae",148899,"World Register of Marine Species","149181","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149181,"exact","urn:lsid:marinespecies.org:taxname:149181","Pleurosigma","accepted",149181,"Pleurosigma",TRUE,"accepted","Pleurosigma","urn:lsid:marinespecies.org:taxname:149181"
"93",76,94,"pollen",NA,NA,NA,NA,NA,NA,NA,"-999999",NA,NA,"NotApplicable",NA,FALSE,FALSE,FALSE,"OCB","pollen",NA,"","","","",NA,"",NA,"","NotApplicable","NotApplicable"
"94",33,36,"Prorocentrum",109566,"Prorocentrum","genus","Prorocentrum","Dinoflagellata",146203,"World Register of Marine Species","109566","worrms","genus","Dinoflagellata",146203,TRUE,TRUE,TRUE,NA,NA,109566,"exact","urn:lsid:marinespecies.org:taxname:109566","Prorocentrum","accepted",109566,"Prorocentrum",TRUE,"accepted","Prorocentrum","urn:lsid:marinespecies.org:taxname:109566"
"95",122,NA,"Proterythropsis",NA,"Proterythropsis",NA,NA,NA,NA,"World Register of Marine Species","231794","worrms","species","Dinoflagellata",146203,FALSE,FALSE,FALSE,NA,NA,231794,"exact","urn:lsid:marinespecies.org:taxname:231794","Proterythropsis","accepted",231794,"Proterythropsis",TRUE,"accepted","Proterythropsis","urn:lsid:marinespecies.org:taxname:231794"
"96",91,85,"Proterythropsis sp",231794,"Proterythropsis","genus","Proterythropsis","Dinoflagellata",146203,"World Register of Marine Species","231794","worrms","species","Dinoflagellata",146203,TRUE,TRUE,TRUE,NA,NA,231794,"exact","urn:lsid:marinespecies.org:taxname:231794","Proterythropsis","accepted",231794,"Proterythropsis",TRUE,"accepted","Proterythropsis","urn:lsid:marinespecies.org:taxname:231794"
"97",69,84,"Protoperidinium",109553,"Protoperidinium","genus","Protoperidinium","Dinoflagellata",146203,"World Register of Marine Species","109553","worrms","genus","Dinoflagellata",146203,TRUE,TRUE,TRUE,NA,NA,109553,"exact","urn:lsid:marinespecies.org:taxname:109553","Protoperidinium","accepted",109553,"Protoperidinium",TRUE,"accepted","Protoperidinium","urn:lsid:marinespecies.org:taxname:109553"
"98",17,17,"Pseudo-nitzschia",291409,"Pseudo-nitzschia","genus","Pseudonitzschia","Bacillariophyceae",148899,"World Register of Marine Species","149151","worrms","genus","Bacillariophyceae",148899,FALSE,FALSE,TRUE,NA,NA,149151,"exact","urn:lsid:marinespecies.org:taxname:149151","Pseudo-nitzschia","accepted",149151,"Pseudo-nitzschia",TRUE,"accepted","Pseudo-nitzschia","urn:lsid:marinespecies.org:taxname:149151"
"99",70,86,"Pseudochattonella farcimen",531467,"Pseudochattonella farcimen","species","Pseudochattonella farcimen","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","531467","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,"NCBI","Pseudochattonella farcimen",531467,"exact","urn:lsid:marinespecies.org:taxname:531467","Pseudochattonella farcimen","accepted",531467,"Pseudochattonella farcimen",TRUE,"accepted","Pseudochattonella farcimen","urn:lsid:marinespecies.org:taxname:531467"
"100",34,37,"Pyramimonas",134529,"Pyramimonas","genus","Pyramimonas","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","134529","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,134529,"exact","urn:lsid:marinespecies.org:taxname:134529","Pyramimonas","accepted",134529,"Pyramimonas",TRUE,"accepted","Pyramimonas","urn:lsid:marinespecies.org:taxname:134529"
"101",71,87,"Pyramimonas longicauda",160513,"Pyramimonas longicauda","species","Pyramimonas longicauda","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","160513","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,160513,"exact","urn:lsid:marinespecies.org:taxname:160513","Pyramimonas longicauda","accepted",160513,"Pyramimonas longicauda",TRUE,"accepted","Pyramimonas longicauda","urn:lsid:marinespecies.org:taxname:160513"
"102",111,115,"Radiozoa",582421,"Radiozoa","phylum","Radiozoa","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","582421","worrms","phylum","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,582421,"exact","urn:lsid:marinespecies.org:taxname:582421","Radiozoa","accepted",582421,"Radiozoa",TRUE,"accepted","Radiozoa","urn:lsid:marinespecies.org:taxname:582421"
"103",18,18,"Rhizosolenia",149069,"Rhizosolenia","genus","Rhizosolenia","Bacillariophyceae",148899,"World Register of Marine Species","149069","taxize","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149069,"exact","urn:lsid:marinespecies.org:taxname:149069","Rhizosolenia","accepted",149069,"Rhizosolenia",TRUE,"accepted","Rhizosolenia","urn:lsid:marinespecies.org:taxname:149069"
"104",19,19,"Skeletonema",149073,"Skeletonema","genus","Skeletonema","Bacillariophyceae",148899,"World Register of Marine Species","149073","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149073,"exact","urn:lsid:marinespecies.org:taxname:149073","Skeletonema","accepted",149073,"Skeletonema",TRUE,"accepted","Skeletonema","urn:lsid:marinespecies.org:taxname:149073"
"105",127,NA,"square unknown",NA,NA,NA,NA,NA,NA,NA,"urn:lsid:algaebase.org:taxname:86701",NA,NA,"Bacillariophyceae",-6666,FALSE,FALSE,FALSE,"AlgaeBase","Eukaryota",NA,"","","","",NA,"",NA,"","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899"
"106",125,NA,"Stenosemella morphotype1",NA,"Stenosemella",NA,NA,NA,NA,"World Register of Marine Species","178825","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,FALSE,NA,NA,178825,"exact","urn:lsid:marinespecies.org:taxname:178825","Stenosemella","accepted",178825,"Stenosemella",TRUE,"accepted","Stenosemella","urn:lsid:marinespecies.org:taxname:178825"
"107",97,104,"Stenosemella pacifica",417165,"Stenosemella pacifica","species","Stenosemella pacifica","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","417165","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,417165,"exact","urn:lsid:marinespecies.org:taxname:417165","Stenosemella pacifica","accepted",417165,"Stenosemella pacifica",TRUE,"accepted","Stenosemella pacifica","urn:lsid:marinespecies.org:taxname:417165"
"108",96,103,"Stenosemella sp1",178825,"Stenosemella","genus","Stenosemella","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","178825","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,178825,"exact","urn:lsid:marinespecies.org:taxname:178825","Stenosemella","accepted",178825,"Stenosemella",TRUE,"accepted","Stenosemella","urn:lsid:marinespecies.org:taxname:178825"
"109",35,39,"Stephanopyxis",149630,"Stephanopyxis","genus","Stephanopyxis","Bacillariophyceae",148899,"World Register of Marine Species","149630","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149630,"exact","urn:lsid:marinespecies.org:taxname:149630","Stephanopyxis","accepted",149630,"Stephanopyxis",TRUE,"accepted","Stephanopyxis","urn:lsid:marinespecies.org:taxname:149630"
"110",85,61,"Strobilidium",101185,"Strobilidium","genus","Strobilidium","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101185","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101185,"exact","urn:lsid:marinespecies.org:taxname:101185","Strobilidium","accepted",101185,"Strobilidium",TRUE,"accepted","Strobilidium","urn:lsid:marinespecies.org:taxname:101185"
"111",52,62,"Strombidium capitatum",101282,"Strombidium capitatum","species","Strombidium capitatum","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101282","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101282,"exact","urn:lsid:marinespecies.org:taxname:101282","Strombidium capitatum","accepted",101282,"Strombidium capitatum",TRUE,"accepted","Strombidium capitatum","urn:lsid:marinespecies.org:taxname:101282"
"112",53,63,"Strombidium conicum",101289,"Strombidium conicum","species","Strombidium conicum","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101289","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101289,"exact","urn:lsid:marinespecies.org:taxname:101289","Strombidium conicum","accepted",101289,"Strombidium conicum",TRUE,"accepted","Strombidium conicum","urn:lsid:marinespecies.org:taxname:101289"
"113",54,64,"Strombidium inclinatum",428332,"Strombidium inclinatum","species","Strombidium inclinatum","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","428332","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,428332,"exact","urn:lsid:marinespecies.org:taxname:428332","Strombidium inclinatum","accepted",428332,"Strombidium inclinatum",TRUE,"accepted","Strombidium","urn:lsid:marinespecies.org:taxname:101195"
"114",55,67,"Strombidium oculatum",101320,"Strombidium tintinnodes","species","Strombidium oculatum","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101337","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,TRUE,NA,NA,101337,"exact","urn:lsid:marinespecies.org:taxname:101337","Strombidium tintinnodes","accepted",101337,"Strombidium tintinnodes",TRUE,"accepted","Strombidium tintinnodes","urn:lsid:marinespecies.org:taxname:101337"
"115",86,65,"Strombidium sp1",101195,"Strombidium","genus","Strombidium","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101195","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101195,"exact","urn:lsid:marinespecies.org:taxname:101195","Strombidium","accepted",101195,"Strombidium",TRUE,"accepted","Strombidium","urn:lsid:marinespecies.org:taxname:101195"
"116",87,66,"Strombidium sp2",101195,"Strombidium","genus","Strombidium","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101195","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101195,"exact","urn:lsid:marinespecies.org:taxname:101195","Strombidium","accepted",101195,"Strombidium",TRUE,"accepted","Strombidium","urn:lsid:marinespecies.org:taxname:101195"
"117",56,68,"Strombidium wulffi",101344,"Strombidium wulffi","species","Strombidium wulffi","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101344","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101344,"exact","urn:lsid:marinespecies.org:taxname:101344","Strombidium wulffi","accepted",101344,"Strombidium wulffi",TRUE,"accepted","Strombidium","urn:lsid:marinespecies.org:taxname:101195"
"118",100,112,"Syracosphaera pulchra",235979,"Syracosphaera pulchra","species","Syracosphaera pulchra","Haptophyta",369190,"World Register of Marine Species","235979","worrms","species","Haptophyta",369190,TRUE,TRUE,TRUE,"NCBI","Syracosphaera pulchra",235979,"exact","urn:lsid:marinespecies.org:taxname:235979","Syracosphaera pulchra","accepted",235979,"Syracosphaera pulchra",TRUE,"accepted","Syracosphaera","urn:lsid:marinespecies.org:taxname:115084"
"119",20,20,"Thalassionema",149092,"Thalassionema","genus","Thalassionema","Bacillariophyceae",148899,"World Register of Marine Species","149092","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,149092,"exact","urn:lsid:marinespecies.org:taxname:149092","Thalassionema","accepted",149092,"Thalassionema",TRUE,"accepted","Thalassionema","urn:lsid:marinespecies.org:taxname:149092"
"120",21,21,"Thalassiosira",148912,"Thalassiosira","genus","Thalassiosira","Bacillariophyceae",148899,"World Register of Marine Species","148912","worrms","genus","Bacillariophyceae",148899,TRUE,TRUE,TRUE,NA,NA,148912,"exact","urn:lsid:marinespecies.org:taxname:148912","Thalassiosira","accepted",148912,"Thalassiosira",TRUE,"accepted","Thalassiosira","urn:lsid:marinespecies.org:taxname:148912"
"121",57,69,"Tiarina fusus",247943,"Tiarina fusus","species","Tiarina fusus","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","247943","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,247943,"exact","urn:lsid:marinespecies.org:taxname:247943","Tiarina fusus","accepted",247943,"Tiarina fusus",TRUE,"accepted","Tiarina fusus","urn:lsid:marinespecies.org:taxname:247943"
"122",58,70,"Tintinnida",425497,"Tintinnina","order","Tintinnida","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","732976","worrms","order","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,TRUE,NA,NA,732976,"exact","urn:lsid:marinespecies.org:taxname:732976","Tintinnina","accepted",732976,"Tintinnina",TRUE,"accepted","Tintinnina","urn:lsid:marinespecies.org:taxname:732976"
"123",98,105,"Tintinnidium mucicola",247944,"Tintinnidium mucicola","species","Tintinnidium mucicola","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","247944","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,247944,"exact","urn:lsid:marinespecies.org:taxname:247944","Tintinnidium mucicola","accepted",247944,"Tintinnidium mucicola",TRUE,"accepted","Tintinnidium mucicola","urn:lsid:marinespecies.org:taxname:247944"
"124",104,106,"Tintinnopsis",163780,"Tintinnopsis","genus","Tintinnopsis","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","163780","worrms","genus","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,163780,"exact","urn:lsid:marinespecies.org:taxname:163780","Tintinnopsis","accepted",163780,"Tintinnopsis",TRUE,"accepted","Tintinnopsis","urn:lsid:marinespecies.org:taxname:163780"
"125",59,71,"Tontonia appendiculariformis",101345,"Tontonia appendiculariformis","species","Tontonia appendiculariformis","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101345","taxize","species","other than diatoms dinoflagellates or haptophytes",-6666,TRUE,TRUE,TRUE,NA,NA,101345,"exact","urn:lsid:marinespecies.org:taxname:101345","Tontonia appendiculariformis","accepted",101345,"Tontonia appendiculariformis",TRUE,"accepted","Tontonia appendiculariformis","urn:lsid:marinespecies.org:taxname:101345"
"126",60,72,"Tontonia gracillima",101347,"Paratontonia gracillima","species","Tontonia gracillima","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species","101268","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,TRUE,NA,NA,101268,"exact","urn:lsid:marinespecies.org:taxname:101268","Paratontonia gracillima","accepted",101268,"Paratontonia gracillima",TRUE,"accepted","Paratontonia gracillima","urn:lsid:marinespecies.org:taxname:101268"
"127",103,109,"Vicicitus globosus",146203,"Vicicitus globosus","infraphylum","Dinoflagellata","Dinoflagellata",146203,"World Register of Marine Species","707927","worrms","species","other than diatoms dinoflagellates or haptophytes",-6666,FALSE,FALSE,FALSE,"NCBI","Vicicitus globosus",707927,"exact","urn:lsid:marinespecies.org:taxname:707927","Vicicitus globosus","accepted",707927,"Vicicitus globosus",TRUE,"accepted","Vicicitus globosus","urn:lsid:marinespecies.org:taxname:707927"
"128",113,96,"zooplankton",2,NA,"kingdom","Animalia","other than diatoms,dinoflagellates,or haptophytes",-6666,"World Register of Marine Species",NA,NA,NA,"other than diatoms dinoflagellates or haptophytes",NA,FALSE,FALSE,FALSE,NA,NA,NA,"","","","",NA,"",NA,"","Animalia","urn:lsid:marinespecies.org:taxname:2"
