date,pid,latitude,longitude,key,gps_furuno_latitude,gps_furuno_longitude,offset
2018-01-31 17:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T174321_IFCB109,41.2125,-70.9224,D20180131T174321_IFCB109,41.2125,-70.9224,0
2018-01-31 18:06:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T180620_IFCB109,41.1975,-70.8792,D20180131T180620_IFCB109,41.1975,-70.8792,0
2018-01-31 18:30:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T182933_IFCB109,41.1932,-70.8755,D20180131T182933_IFCB109,41.1924,-70.8756,89
2018-01-31 18:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T184315_IFCB109,41.1987,-70.8848,D20180131T184315_IFCB109,41.1987,-70.8848,0
2018-01-31 19:06:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T190627_IFCB109,41.1972,-70.8812,D20180131T190627_IFCB109,41.1972,-70.8812,0
2018-01-31 20:11:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T201102_IFCB109,41.196999999999996,-70.885,D20180131T201102_IFCB109,41.197,-70.885,0
2018-01-31 20:29:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T202832_IFCB109,41.1978,-70.8838,D20180131T202832_IFCB109,41.1979,-70.8837,13
2018-01-31 20:52:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T205153_IFCB109,41.1925,-70.8829,D20180131T205153_IFCB109,41.1921,-70.883,45
2018-01-31 21:15:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T211514_IFCB109,41.1987,-70.8814,D20180131T211514_IFCB109,41.1987,-70.8814,0
2018-01-31 21:39:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T213836_IFCB109,41.196999999999996,-70.8932,D20180131T213836_IFCB109,41.197,-70.8937,41
2018-01-31 22:02:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T220158_IFCB109,41.1654,-70.891,D20180131T220158_IFCB109,41.163,-70.8907,267
2018-01-31 22:25:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T222519_IFCB109,41.1073,-70.8855,D20180131T222519_IFCB109,41.1073,-70.8855,0
2018-01-31 22:49:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T224841_IFCB109,41.0517,-70.8815,D20180131T224841_IFCB109,41.0493,-70.8814,266
2018-01-31 23:12:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T231202_IFCB109,41.0227,-70.8325,D20180131T231202_IFCB109,41.0227,-70.8325,0
2018-01-31 23:54:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180131T235404_IFCB109,41.0306,-70.6837,D20180131T235404_IFCB109,41.0306,-70.6837,0
2018-02-01 00:17:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T001713_IFCB109,41.0286,-70.6581,D20180201T001713_IFCB109,41.0286,-70.6581,0
2018-02-01 00:40:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T004022_IFCB109,41.0288,-70.6483,D20180201T004022_IFCB109,41.0288,-70.6483,0
2018-02-01 01:04:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T010331_IFCB109,41.0302,-70.6861,D20180201T010331_IFCB109,41.0303,-70.6895,286
2018-02-01 01:27:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T012640_IFCB109,41.0234,-70.7619,D20180201T012640_IFCB109,41.0231,-70.7651,271
2018-02-01 01:54:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T015407_IFCB109,41.0192,-70.8539,D20180201T015407_IFCB109,41.0192,-70.8539,0
2018-02-01 02:20:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T021952_IFCB109,41.0235,-70.9364,D20180201T021952_IFCB109,41.0238,-70.9397,279
2018-02-01 02:41:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T024056_IFCB109,41.0266,-71.0019,D20180201T024056_IFCB109,41.0268,-71.005,261
2018-02-01 03:04:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T030340_IFCB109,41.0322,-71.0717,D20180201T030340_IFCB109,41.0324,-71.0746,244
2018-02-01 03:26:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T032624_IFCB109,41.0285,-71.1008,D20180201T032624_IFCB109,41.0285,-71.1008,0
2018-02-01 03:49:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T034908_IFCB109,41.0224,-71.0893,D20180201T034908_IFCB109,41.0224,-71.0893,0
2018-02-01 04:12:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T041151_IFCB109,41.0188,-71.0859,D20180201T041151_IFCB109,41.0189,-71.0861,20
2018-02-01 04:35:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T043435_IFCB109,41.0195,-71.0221,D20180201T043435_IFCB109,41.0197,-71.0183,320
2018-02-01 04:57:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T045719_IFCB109,41.0231,-70.9358,D20180201T045719_IFCB109,41.0231,-70.9358,0
2018-02-01 05:20:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T052002_IFCB109,41.0282,-70.878,D20180201T052002_IFCB109,41.0282,-70.878,0
2018-02-01 05:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T054246_IFCB109,41.0215,-70.8723,D20180201T054246_IFCB109,41.0211,-70.872,51
2018-02-01 06:06:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T060530_IFCB109,41.0161,-70.87,D20180201T060530_IFCB109,41.0157,-70.8698,47
2018-02-01 06:28:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T062814_IFCB109,41.0084,-70.868,D20180201T062814_IFCB109,41.0084,-70.868,0
2018-02-01 06:51:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T065058_IFCB109,41.0025,-70.8683,D20180201T065058_IFCB109,41.0023,-70.8685,27
2018-02-01 07:14:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T071342_IFCB109,40.9814,-70.8714,D20180201T071342_IFCB109,40.9802,-70.8714,133
2018-02-01 07:36:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T073626_IFCB109,40.9533,-70.8736,D20180201T073626_IFCB109,40.9533,-70.8736,0
2018-02-01 07:59:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T075909_IFCB109,40.9244,-70.8759,D20180201T075909_IFCB109,40.9244,-70.8759,0
2018-02-01 08:22:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T082153_IFCB109,40.8967,-70.8789,D20180201T082153_IFCB109,40.8956,-70.8788,122
2018-02-01 08:45:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T084437_IFCB109,40.872,-70.8816,D20180201T084437_IFCB109,40.8714,-70.8817,67
2018-02-01 09:07:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T090721_IFCB109,40.8621,-70.883,D20180201T090721_IFCB109,40.8621,-70.883,0
2018-02-01 09:30:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T093005_IFCB109,40.8567,-70.8843,D20180201T093005_IFCB109,40.8567,-70.8843,0
2018-02-01 09:53:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T095249_IFCB109,40.8513,-70.8858,D20180201T095249_IFCB109,40.8511,-70.8858,22
2018-02-01 10:16:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T101533_IFCB109,40.8457,-70.8867,D20180201T101533_IFCB109,40.8454,-70.8868,34
2018-02-01 10:37:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,40.8413,-70.8868,D20180201T103729_IFCB102,40.8413,-70.8868,0
2018-02-01 10:38:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103817_IFCB109,40.8412,-70.8863,D20180201T103817_IFCB109,40.8412,-70.8863,0
2018-02-01 11:01:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T110037_IFCB102,40.8177,-70.8833,D20180201T110037_IFCB102,40.8155,-70.8831,244
2018-02-01 11:01:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T110100_IFCB109,40.8155,-70.8831,D20180201T110100_IFCB109,40.8155,-70.8831,0
2018-02-01 11:24:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T112344_IFCB109,40.7701,-70.8798,D20180201T112344_IFCB109,40.7681,-70.8797,222
2018-02-01 11:24:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T112345_IFCB102,40.7701,-70.8798,D20180201T112345_IFCB102,40.7681,-70.8797,222
2018-02-01 11:46:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T114628_IFCB109,40.7219,-70.8787,D20180201T114628_IFCB109,40.7219,-70.8787,0
2018-02-01 11:48:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T114755_IFCB102,40.7196,-70.8785,D20180201T114755_IFCB102,40.7175,-70.8785,233
2018-02-01 12:09:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T120912_IFCB109,40.6979,-70.8443,D20180201T120912_IFCB109,40.6979,-70.8443,0
2018-02-01 12:11:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T121103_IFCB102,40.6983,-70.8376,D20180201T121103_IFCB102,40.6983,-70.8376,0
2018-02-01 12:31:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T123123_IFCB109,40.7009,-70.7702,D20180201T123123_IFCB109,40.7009,-70.7702,0
2018-02-01 12:54:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T125407_IFCB109,40.701,-70.6987,D20180201T125407_IFCB109,40.701,-70.6987,0
2018-02-01 13:17:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T131651_IFCB109,40.7,-70.665,D20180201T131651_IFCB109,40.7,-70.6645,42
2018-02-01 13:40:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T133934_IFCB109,40.6958,-70.6586,D20180201T133934_IFCB109,40.6949,-70.6592,112
2018-02-01 14:23:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T142316_IFCB109,40.6868,-70.6665,D20180201T142316_IFCB109,40.6868,-70.6665,0
2018-02-01 14:46:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T144559_IFCB109,40.6896,-70.7163,D20180201T144559_IFCB109,40.6896,-70.7187,202
2018-02-01 15:09:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T150843_IFCB109,40.6911,-70.7742,D20180201T150843_IFCB109,40.6912,-70.7768,220
2018-02-01 15:31:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T153127_IFCB109,40.6921,-70.8332,D20180201T153127_IFCB109,40.6921,-70.8332,0
2018-02-01 16:31:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T163055_IFCB102,40.6941,-70.9858,D20180201T163055_IFCB102,40.6942,-70.9884,220
2018-02-01 16:54:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T165344_IFCB102,40.6957,-71.0452,D20180201T165344_IFCB102,40.6958,-71.0478,220
2018-02-01 17:17:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T171633_IFCB102,40.6967,-71.1009,D20180201T171633_IFCB102,40.6969,-71.1019,87
2018-02-01 17:39:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T173922_IFCB102,40.6896,-71.0948,D20180201T173922_IFCB102,40.6896,-71.0948,0
2018-02-01 18:02:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T180211_IFCB102,40.6871,-71.0668,D20180201T180211_IFCB102,40.6871,-71.0668,0
2018-02-01 18:25:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T182459_IFCB102,40.693000000000005,-71.0016,D20180201T182459_IFCB102,40.6932,-70.9987,246
2018-02-01 18:48:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T184748_IFCB102,40.6959,-70.9337,D20180201T184748_IFCB102,40.6961,-70.9308,246
2018-02-01 19:11:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T191037_IFCB102,40.6989,-70.8864,D20180201T191037_IFCB102,40.6987,-70.8862,27
2018-02-01 19:33:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T193325_IFCB102,40.6923,-70.8842,D20180201T193325_IFCB102,40.6923,-70.8842,0
2018-02-01 19:56:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T195614_IFCB102,40.6871,-70.8833,D20180201T195614_IFCB102,40.6871,-70.8833,0
2018-02-01 20:19:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T201903_IFCB102,40.6784,-70.8812,D20180201T201903_IFCB102,40.6784,-70.8812,0
2018-02-01 20:42:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T204151_IFCB102,40.6732,-70.8847,D20180201T204151_IFCB102,40.673,-70.885,33
2018-02-01 21:05:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T210440_IFCB102,40.6655,-70.892,D20180201T210440_IFCB102,40.6653,-70.8921,23
2018-02-01 21:27:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T212729_IFCB102,40.6584,-70.896,D20180201T212729_IFCB102,40.6584,-70.896,0
2018-02-01 21:50:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T215017_IFCB102,40.6352,-70.8973,D20180201T215017_IFCB102,40.6352,-70.8973,0
2018-02-01 22:13:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T221306_IFCB102,40.5879,-70.8945,D20180201T221306_IFCB102,40.5879,-70.8945,0
2018-02-01 22:36:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102,40.5449,-70.8862,D20180201T223555_IFCB102,40.5431,-70.8855,208
2018-02-01 22:59:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102,40.5296,-70.8855,D20180201T225844_IFCB102,40.5294,-70.8858,33
2018-02-01 23:22:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102,40.5266,-70.8905,D20180201T232132_IFCB102,40.5265,-70.8907,20
2018-02-01 23:44:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T234421_IFCB102,40.5227,-70.8958,D20180201T234421_IFCB102,40.5227,-70.8958,0
2018-02-02 00:07:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T000710_IFCB102,40.5193,-70.8996,D20180202T000710_IFCB102,40.5193,-70.8996,0
2018-02-02 00:30:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T002959_IFCB102,40.5142,-70.9045,D20180202T002959_IFCB102,40.5142,-70.9045,0
2018-02-02 00:53:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102,40.5276,-70.8856,D20180202T005247_IFCB102,40.5289,-70.8836,222
2018-02-02 01:16:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102,40.5263,-70.8852,D20180202T011536_IFCB102,40.5261,-70.8855,33
2018-02-02 01:38:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T013825_IFCB102,40.5226,-70.8885,D20180202T013825_IFCB102,40.5226,-70.8885,0
2018-02-02 02:01:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T020114_IFCB102,40.4718,-70.8857,D20180202T020114_IFCB102,40.4718,-70.8857,0
2018-02-02 02:24:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T022403_IFCB102,40.4144,-70.8819,D20180202T022403_IFCB102,40.4144,-70.8819,0
2018-02-02 02:47:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T024651_IFCB102,40.3599,-70.8786,D20180202T024651_IFCB102,40.3594,-70.8754,277
2018-02-02 03:10:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T030940_IFCB102,40.3597,-70.7985,D20180202T030940_IFCB102,40.3597,-70.7949,305
2018-02-02 03:32:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T033229_IFCB102,40.3599,-70.7169,D20180202T033229_IFCB102,40.3599,-70.7169,0
2018-02-02 03:55:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T035518_IFCB102,40.3623,-70.6642,D20180202T035518_IFCB102,40.3623,-70.6642,0
2018-02-02 04:18:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T041806_IFCB102,40.3584,-70.66,D20180202T041806_IFCB102,40.3584,-70.66,0
2018-02-02 04:41:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T044055_IFCB102,40.3582,-70.6945,D20180202T044055_IFCB102,40.3583,-70.6978,280
2018-02-02 05:04:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T050344_IFCB102,40.3603,-70.7685,D20180202T050344_IFCB102,40.3603,-70.7718,280
2018-02-02 05:27:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T052633_IFCB102,40.3555,-70.8419,D20180202T052633_IFCB102,40.3553,-70.845,264
2018-02-02 05:49:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T054921_IFCB102,40.3548,-70.9171,D20180202T054921_IFCB102,40.3548,-70.9171,0
2018-02-02 06:12:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T061210_IFCB102,40.3604,-70.9939,D20180202T061210_IFCB102,40.3604,-70.9939,0
2018-02-02 06:35:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T063459_IFCB102,40.3625,-71.0673,D20180202T063459_IFCB102,40.3626,-71.0706,280
2018-02-02 06:58:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T065747_IFCB102,40.3617,-71.1033,D20180202T065747_IFCB102,40.3617,-71.1034,8
2018-02-02 07:21:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T072036_IFCB102,40.3582,-71.1035,D20180202T072036_IFCB102,40.3579,-71.1033,37
2018-02-02 07:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T074325_IFCB102,40.359,-71.0396,D20180202T074325_IFCB102,40.359,-71.0396,0
2018-02-02 08:06:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T080614_IFCB102,40.3589,-70.9811,D20180202T080614_IFCB102,40.3589,-70.9811,0
