date,pid,latitude,longitude,key,gps_furuno_latitude,gps_furuno_longitude,offset
2018-02-03 23:16:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T231534_IFCB102,39.9251,-70.8863,D20180203T231534_IFCB102,39.9249,-70.8863,22
2018-02-03 23:38:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T233756_IFCB102,39.9199,-70.8856,D20180203T233756_IFCB102,39.9195,-70.8859,51
2018-02-04 00:00:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T000017_IFCB102,39.909,-70.8886,D20180204T000017_IFCB102,39.909,-70.8886,0
2018-02-04 00:23:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T002238_IFCB102,39.8976,-70.8906,D20180204T002238_IFCB102,39.8972,-70.8908,47
2018-02-04 00:45:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T004500_IFCB102,39.9105,-70.9016,D20180204T004500_IFCB102,39.9105,-70.9016,0
2018-02-04 01:07:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T010721_IFCB102,39.9668,-70.9054,D20180204T010721_IFCB102,39.9668,-70.9054,0
2018-02-04 01:30:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T012943_IFCB102,40.0221,-70.8981,D20180204T012943_IFCB102,40.0241,-70.8977,224
2018-02-04 01:52:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T015204_IFCB102,40.0556,-70.8896,D20180204T015204_IFCB102,40.0556,-70.8896,0
2018-02-04 02:14:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T021426_IFCB102,40.085,-70.8809,D20180204T021426_IFCB102,40.085,-70.8809,0
2018-02-04 02:37:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T023647_IFCB102,40.0941,-70.8705,D20180204T023647_IFCB102,40.0938,-70.8699,61
2018-02-04 02:59:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T025908_IFCB102,40.088,-70.8601,D20180204T025908_IFCB102,40.088,-70.8601,0
2018-02-04 03:22:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T032130_IFCB102,40.084,-70.855,D20180204T032130_IFCB102,40.0839,-70.8547,27
2018-02-04 03:44:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T034351_IFCB102,40.0801,-70.8484,D20180204T034351_IFCB102,40.08,-70.848,35
2018-02-04 04:06:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T040613_IFCB102,40.0792,-70.8489,D20180204T040613_IFCB102,40.0792,-70.8489,0
2018-02-04 04:29:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T042834_IFCB102,40.083,-70.8576,D20180204T042834_IFCB102,40.0832,-70.8579,33
2018-02-04 04:51:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T045055_IFCB102,40.1191,-70.8652,D20180204T045055_IFCB102,40.1216,-70.8654,278
2018-02-04 05:13:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T051317_IFCB102,40.1764,-70.8716,D20180204T051317_IFCB102,40.1764,-70.8716,0
2018-02-04 05:36:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T053538_IFCB102,40.2211,-70.874,D20180204T053538_IFCB102,40.2219,-70.873,123
2018-02-04 05:58:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T055759_IFCB102,40.2169,-70.8633,D20180204T055759_IFCB102,40.2166,-70.8631,37
2018-02-04 06:20:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T062021_IFCB102,40.2085,-70.8629,D20180204T062021_IFCB102,40.2085,-70.8629,0
2018-02-04 06:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T064242_IFCB102,40.2018,-70.8637,D20180204T064242_IFCB102,40.2014,-70.8637,44
2018-02-04 07:05:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T070503_IFCB102,40.2178,-70.8511,D20180204T070503_IFCB102,40.2178,-70.8511,0
2018-02-04 07:27:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T072725_IFCB102,40.2681,-70.8227,D20180204T072725_IFCB102,40.2681,-70.8227,0
2018-02-04 07:50:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T074946_IFCB102,40.317,-70.7946,D20180204T074946_IFCB102,40.3183,-70.7937,163
2018-02-04 08:12:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T081207_IFCB102,40.3475,-70.7756,D20180204T081207_IFCB102,40.3475,-70.7756,0
2018-02-04 08:34:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T083429_IFCB102,40.3565,-70.7647,D20180204T083429_IFCB102,40.3565,-70.7647,0
2018-02-04 08:57:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T085650_IFCB102,40.3552,-70.7608,D20180204T085650_IFCB102,40.3565,-70.7612,148
2018-02-04 09:19:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T091911_IFCB102,40.3931,-70.7848,D20180204T091911_IFCB102,40.3931,-70.7848,0
2018-02-04 09:42:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T094133_IFCB102,40.4303,-70.8094,D20180204T094133_IFCB102,40.432,-70.8105,210
2018-02-04 10:04:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T100354_IFCB102,40.4665,-70.836,D20180204T100354_IFCB102,40.4681,-70.8373,209
2018-02-04 10:26:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T102615_IFCB102,40.5023,-70.8653,D20180204T102615_IFCB102,40.5023,-70.8653,0
2018-02-04 10:49:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T104837_IFCB102,40.5293,-70.8844,D20180204T104837_IFCB102,40.5291,-70.8844,22
2018-02-04 11:11:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T111058_IFCB102,40.5259,-70.8825,D20180204T111058_IFCB102,40.5258,-70.8823,20
2018-02-04 11:33:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T113319_IFCB102,40.5724,-70.8821,D20180204T113319_IFCB102,40.5724,-70.8821,0
2018-02-04 11:56:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T115540_IFCB102,40.6289,-70.8823,D20180204T115540_IFCB102,40.6315,-70.8823,288
2018-02-04 12:18:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T121802_IFCB102,40.6886,-70.8836,D20180204T121802_IFCB102,40.6886,-70.8836,0
2018-02-04 12:40:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T124023_IFCB102,40.6949,-70.8812,D20180204T124023_IFCB102,40.6949,-70.8812,0
2018-02-04 13:03:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T130244_IFCB102,40.7014,-70.8821,D20180204T130244_IFCB102,40.7041,-70.8819,300
2018-02-04 13:25:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T132506_IFCB102,40.7637,-70.8788,D20180204T132506_IFCB102,40.7637,-70.8788,0
2018-02-04 13:47:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T134727_IFCB102,40.8241,-70.8809,D20180204T134727_IFCB102,40.8241,-70.8809,0
2018-02-04 14:10:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T140948_IFCB102,40.8627,-70.883,D20180204T140948_IFCB102,40.8627,-70.8828,16
2018-02-04 14:32:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T143210_IFCB102,40.8595,-70.8809,D20180204T143210_IFCB102,40.8595,-70.8809,0
2018-02-04 14:55:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T145431_IFCB102,40.852,-70.8804,D20180204T145431_IFCB102,40.8517,-70.8804,33
2018-02-04 15:17:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T151652_IFCB102,40.8733,-70.8815,D20180204T151652_IFCB102,40.8759,-70.8815,288
2018-02-04 15:39:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T153914_IFCB102,40.9322,-70.8821,D20180204T153914_IFCB102,40.9322,-70.8821,0
2018-02-04 16:02:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T160135_IFCB102,40.9686,-70.8814,D20180204T160135_IFCB102,40.9698,-70.8813,133
2018-02-04 16:24:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T162356_IFCB102,40.994,-70.88,D20180204T162356_IFCB102,40.9953,-70.8801,144
2018-02-04 16:46:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T164617_IFCB102,41.0178,-70.8808,D20180204T164617_IFCB102,41.0178,-70.8808,0
2018-02-04 17:09:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T170839_IFCB102,41.0355,-70.8803,D20180204T170839_IFCB102,41.0359,-70.8802,45
2018-02-04 17:36:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T173600_IFCB102,41.0326,-70.8815,D20180204T173600_IFCB102,41.0326,-70.8815,0
2018-02-04 17:58:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T175821_IFCB102,41.0309,-70.8825,D20180204T175821_IFCB102,41.0309,-70.8825,0
2018-02-04 18:21:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T182042_IFCB102,41.0297,-70.8814,D20180204T182042_IFCB102,41.0296,-70.881,35
2018-02-04 18:43:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T184304_IFCB102,41.0281,-70.8786,D20180204T184304_IFCB102,41.0281,-70.8786,0
2018-02-04 19:05:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T190525_IFCB102,41.0193,-70.8769,D20180204T190525_IFCB102,41.0193,-70.8769,0
2018-02-04 19:28:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T192746_IFCB102,41.0192,-70.8804,D20180204T192746_IFCB102,41.0215,-70.8811,262
2018-02-04 19:50:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T195008_IFCB102,41.075,-70.8819,D20180204T195008_IFCB102,41.075,-70.8819,0
2018-02-04 20:12:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T201229_IFCB102,41.1281,-70.8814,D20180204T201229_IFCB102,41.1281,-70.8814,0
2018-02-04 20:35:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T203450_IFCB102,41.1804,-70.883,D20180204T203450_IFCB102,41.1827,-70.8832,255
2018-02-04 20:57:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T205712_IFCB102,41.1968,-70.8825,D20180204T205712_IFCB102,41.1968,-70.8825,0
2018-02-04 21:20:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T211933_IFCB102,41.1976,-70.8849,D20180204T211933_IFCB102,41.1977,-70.885,13
2018-02-04 21:42:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T214154_IFCB102,41.1889,-70.8553,D20180204T214154_IFCB102,41.1887,-70.8523,252
2018-02-04 22:04:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T220416_IFCB102,41.1877,-70.7843,D20180204T220416_IFCB102,41.1877,-70.7843,0
2018-02-04 22:27:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T222637_IFCB102,41.2288,-70.7488,D20180204T222637_IFCB102,41.2312,-70.7479,277
2018-02-04 22:49:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T224859_IFCB102,41.281000000000006,-70.7252,D20180204T224859_IFCB102,41.2834,-70.7242,279
2018-02-04 23:11:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T231120_IFCB102,41.318000000000005,-70.6826,D20180204T231120_IFCB102,41.31800000000001,-70.6826,0
2018-02-04 23:34:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T233341_IFCB102,41.3224,-70.6163,D20180204T233341_IFCB102,41.3226,-70.6133,252
2018-02-04 23:56:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T235603_IFCB102,41.3226,-70.5771,D20180204T235603_IFCB102,41.3226,-70.5771,0
2018-02-05 00:18:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T001824_IFCB102,41.3217,-70.5733,D20180205T001824_IFCB102,41.3217,-70.5733,0
2018-02-05 00:41:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T004046_IFCB102,41.317,-70.5684,D20180205T004046_IFCB102,41.3162,-70.5686,90
2018-02-05 01:03:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T010307_IFCB102,41.2958,-70.5698,D20180205T010307_IFCB102,41.2958,-70.5698,0
2018-02-05 01:25:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T012529_IFCB102,41.2633,-70.5684,D20180205T012529_IFCB102,41.2633,-70.5684,0
2018-02-05 01:48:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T014750_IFCB102,41.227,-70.5678,D20180205T014750_IFCB102,41.2255,-70.5677,166
2018-02-05 02:10:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T021012_IFCB102,41.1823,-70.566,D20180205T021012_IFCB102,41.1823,-70.566,0
2018-02-05 02:33:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T023233_IFCB102,41.1544,-70.5909,D20180205T023233_IFCB102,41.155,-70.5937,244
2018-02-05 02:55:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T025455_IFCB102,41.1667,-70.6517,D20180205T025455_IFCB102,41.1673,-70.6545,244
2018-02-05 03:17:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T031716_IFCB102,41.1792,-70.7147,D20180205T031716_IFCB102,41.1792,-70.7147,0
2018-02-05 03:40:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T033937_IFCB102,41.1851,-70.7705,D20180205T033937_IFCB102,41.1852,-70.7729,201
2018-02-05 04:02:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T040159_IFCB102,41.1875,-70.8243,D20180205T040159_IFCB102,41.1876,-70.8268,210
2018-02-05 04:24:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T042420_IFCB102,41.1899,-70.8816,D20180205T042420_IFCB102,41.1899,-70.8816,0
2018-02-05 04:47:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T044641_IFCB102,41.1957,-70.9336,D20180205T044641_IFCB102,41.1967,-70.9354,187
2018-02-05 05:09:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T050903_IFCB102,41.2151,-70.9665,D20180205T050903_IFCB102,41.2151,-70.9665,0
2018-02-05 05:31:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T053124_IFCB102,41.2298,-70.9945,D20180205T053124_IFCB102,41.2298,-70.9945,0
2018-02-05 05:54:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T055345_IFCB102,41.2439,-71.0221,D20180205T055345_IFCB102,41.2445,-71.0233,120
2018-02-05 06:16:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T061607_IFCB102,41.2576,-71.0484,D20180205T061607_IFCB102,41.2576,-71.0484,0
2018-02-05 06:38:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T063828_IFCB102,41.2701,-71.0707,D20180205T063828_IFCB102,41.2701,-71.0707,0
2018-02-05 07:01:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T070049_IFCB102,41.2824,-71.0944,D20180205T070049_IFCB102,41.2829,-71.0954,100
2018-02-05 07:23:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T072311_IFCB102,41.2949,-71.1215,D20180205T072311_IFCB102,41.2949,-71.1215,0
2018-02-05 07:46:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T074532_IFCB102,41.3089,-71.1448,D20180205T074532_IFCB102,41.3096,-71.1458,114
2018-02-05 08:08:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T080753_IFCB102,41.323,-71.1673,D20180205T080753_IFCB102,41.3235,-71.1685,114
2018-02-05 08:30:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T083015_IFCB102,41.3356,-71.1925,D20180205T083015_IFCB102,41.3356,-71.1925,0
2018-02-05 08:53:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T085236_IFCB102,41.3484,-71.2169,D20180205T085236_IFCB102,41.349,-71.218,113
2018-02-05 09:15:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T091458_IFCB102,41.3602,-71.242,D20180205T091458_IFCB102,41.3607,-71.2432,114
2018-02-05 09:37:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T093719_IFCB102,41.3726,-71.2671,D20180205T093719_IFCB102,41.3726,-71.2671,0
2018-02-05 10:00:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T095940_IFCB102,41.3844,-71.2876,D20180205T095940_IFCB102,41.3849,-71.2885,93
2018-02-05 10:22:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T102201_IFCB102,41.3964,-71.307,D20180205T102201_IFCB102,41.3964,-71.307,0
2018-02-05 10:44:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T104423_IFCB102,41.3928,-71.3074,D20180205T104423_IFCB102,41.3928,-71.3074,0
2018-02-05 11:07:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T110644_IFCB102,41.3876,-71.3034,D20180205T110644_IFCB102,41.3873,-71.3033,34
2018-02-05 11:29:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T112905_IFCB102,41.3812,-71.2996,D20180205T112905_IFCB102,41.3812,-71.2996,0
2018-02-05 11:51:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T115126_IFCB102,41.3805,-71.3029,D20180205T115126_IFCB102,41.3805,-71.3029,0
2018-02-05 12:14:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T121348_IFCB102,41.3985,-71.3121,D20180205T121348_IFCB102,41.3991,-71.3125,74
2018-02-05 12:36:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T123609_IFCB102,41.3993,-71.3155,D20180205T123609_IFCB102,41.3993,-71.3155,0
2018-02-05 12:58:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T125830_IFCB102,41.4222,-71.3745,D20180205T125830_IFCB102,41.4222,-71.3745,0
2018-02-05 13:21:00+00:00,http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T132051_IFCB102,41.4631,-71.4094,D20180205T132051_IFCB102,41.4657,-71.4093,288
