permalink,volume_imaged
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,3.991018854166667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T110037_IFCB102,4.0412721
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T112345_IFCB102,4.021843225
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T114755_IFCB102,4.127859916666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T191037_IFCB102,4.242025075
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T193325_IFCB102,4.228672691666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T195614_IFCB102,4.2515781624999995
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T201903_IFCB102,4.191676316666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T204151_IFCB102,4.263456941666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T210440_IFCB102,4.34358725
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T221306_IFCB102,4.000782991666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102,3.8300819041666663
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102,3.7463474958333336
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102,3.719293279166666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102,3.8280689583333327
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102,3.8960857291666664
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T013825_IFCB102,3.948873416666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T020114_IFCB102,4.040169695833333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T022403_IFCB102,4.084141708333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T024651_IFCB102,4.063565220833334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T085151_IFCB102,4.1016551833333335
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T091440_IFCB102,4.076615929166667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T093729_IFCB102,4.0744867375
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T100018_IFCB102,4.06955295
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T102306_IFCB102,4.0053288875
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T104555_IFCB102,4.062568420833333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T110844_IFCB102,4.016382629166666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T115422_IFCB102,3.8929831708333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T121710_IFCB102,3.9170456000000002
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T123959_IFCB102,3.9130527500000003
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T130248_IFCB102,3.765028691666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T132537_IFCB102,3.659555329166667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T134826_IFCB102,3.5712868666666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T141115_IFCB102,3.5461152708333334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T143403_IFCB102,3.5516706541666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T145652_IFCB102,3.5126445583333332
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T171345_IFCB102,3.524600616666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T212443_IFCB102,3.359747295833334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T214732_IFCB102,3.352936945833334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T024407_IFCB102,3.6913260541666664
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T073635_IFCB102,3.5137648624999995
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T075856_IFCB102,3.5050333833333327
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T082118_IFCB102,3.6221157875
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T084339_IFCB102,3.4934285208333327
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T090601_IFCB102,3.524279433333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T092822_IFCB102,3.6088801625
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T101305_IFCB102,3.5719974125000005
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T103526_IFCB102,3.642515958333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T174012_IFCB102,3.4362439041666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T180234_IFCB102,3.425723866666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T182455_IFCB102,3.433192516666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T184716_IFCB102,3.374855875
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T190938_IFCB102,3.363668891666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T193159_IFCB102,3.388847575
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T223051_IFCB102,3.4365214916666664
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T225313_IFCB102,3.4126918416666663
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T231534_IFCB102,3.452497358333334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180203T233756_IFCB102,3.4989297500000003
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T000017_IFCB102,3.5403944416666664
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T002238_IFCB102,3.5014223291666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T015204_IFCB102,3.4447995416666672
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T021426_IFCB102,3.499468758333334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T051317_IFCB102,3.7893078708333334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T053538_IFCB102,3.8300734500000004
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T104837_IFCB102,4.063187841666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T111058_IFCB102,4.061845512500001
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T113319_IFCB102,4.090816079166666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T115540_IFCB102,4.107019975
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T121802_IFCB102,3.9345249375
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T124023_IFCB102,3.914807745833333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T130244_IFCB102,3.9083981499999996
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T132506_IFCB102,3.8940085708333334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T134727_IFCB102,4.0338559125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T140948_IFCB102,4.030164454166667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T143210_IFCB102,4.0426189416666665
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T145431_IFCB102,4.0238949375
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T151652_IFCB102,4.062891854166667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T153914_IFCB102,4.1381946625
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T160135_IFCB102,4.301819858333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T162356_IFCB102,4.3277898875
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T164617_IFCB102,4.283528200000001
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T170839_IFCB102,0.868225125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T173600_IFCB102,4.243240620833334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T175821_IFCB102,4.218608833333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T182042_IFCB102,4.0457675625
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T184304_IFCB102,4.112466633333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T190525_IFCB102,4.121691125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T192746_IFCB102,4.1373472125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T195008_IFCB102,4.103848516666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T201229_IFCB102,4.046704841666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T203450_IFCB102,4.120561208333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T205712_IFCB102,4.0233097
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T211933_IFCB102,4.077338025
http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T042420_IFCB102,4.056935112500001
